#Frequency (Hz), CH1_S21_S1re (), CH1_S21_S1im (), CH1_S21_S1dB (dB), CH1_S21_S1Ph (rad)
5.9544000000e+09, -6.2456380000e-05, -2.3549600000e-06, -8.4082293768e+01, -6.5935757904e+01
5.9546000000e+09, -9.0616250000e-05, 1.9469520000e-05, -8.0659882831e+01, -6.6185085035e+01
5.9548000000e+09, -9.2421900000e-05, -2.9265170000e-05, -8.0269526474e+01, -6.5666786763e+01
5.9550000000e+09, -7.1480050000e-05, 2.0468600000e-05, -8.2574035949e+01, -6.6252336741e+01
5.9552000000e+09, -4.4585040000e-05, -1.8405960000e-05, -8.6332773139e+01, -6.5581929738e+01
5.9554000000e+09, -6.7592330000e-05, -2.1472010000e-05, -8.2984518489e+01, -6.5665858390e+01
5.9556000000e+09, -7.8752670000e-05, 3.2287880000e-05, -8.1399921691e+01, -6.6362535187e+01
5.9558000000e+09, -5.6691920000e-05, 1.3634730000e-05, -8.4685364553e+01, -6.6209468811e+01
5.9560000000e+09, -7.6065730000e-05, 1.0890830000e-05, -8.2288091163e+01, -6.6115655801e+01
5.9562000000e+09, -7.5958390000e-05, 3.1428100000e-05, -8.1702202131e+01, -6.6365752621e+01
5.9564000000e+09, -3.9464760000e-05, 2.3914520000e-05, -8.6717485530e+01, -6.6518244473e+01
5.9566000000e+09, -5.8526230000e-05, 9.6074100000e-06, -8.4537508405e+01, -6.6136150239e+01
5.9568000000e+09, -6.5357490000e-05, 5.7300270000e-05, -8.1217699898e+01, -6.6693249499e+01
5.9570000000e+09, -4.9587590000e-05, 4.3221900000e-05, -8.3638069099e+01, -6.6690362360e+01
5.9572000000e+09, -5.8628060000e-05, 4.1223830000e-05, -8.2893197225e+01, -6.6586277060e+01
5.9574000000e+09, -5.4079720000e-05, 3.7024460000e-05, -8.3669936822e+01, -6.6573779854e+01
5.9576000000e+09, -1.9778060000e-05, 4.0441910000e-05, -8.6932063021e+01, -6.7089393873e+01
5.9578000000e+09, -3.8025950000e-05, 4.0688080000e-05, -8.5084292328e+01, -6.6792651276e+01
5.9580000000e+09, -1.3047230000e-06, 6.0747320000e-05, -8.4327454609e+01, -6.7522767485e+01
5.9582000000e+09, -1.9382370000e-05, 4.2321240000e-05, -8.6641884644e+01, -6.7114770078e+01
5.9584000000e+09, -3.4370910000e-05, 6.6722540000e-05, -8.2492404505e+01, -6.7068562321e+01
5.9586000000e+09, -1.6426450000e-05, 8.2308830000e-05, -8.1521454028e+01, -6.7347259091e+01
5.9588000000e+09, 2.9786350000e-05, 7.4665060000e-05, -8.1896264714e+01, -6.7923828190e+01
5.9590000000e+09, 8.3103100000e-06, 7.5773280000e-05, -8.2357751924e+01, -6.7653478830e+01
5.9592000000e+09, -2.0571910000e-05, 6.0534700000e-05, -8.3885259376e+01, -6.7216649971e+01
5.9594000000e+09, 2.3848990000e-05, 2.7182990000e-05, -8.8834954400e+01, -6.8264401346e+01
5.9596000000e+09, 4.9090270000e-05, 5.1281230000e-05, -8.2976022817e+01, -6.8307815174e+01
5.9598000000e+09, 5.1059500000e-05, 5.8394940000e-05, -8.2206169890e+01, -6.8262722078e+01
5.9600000000e+09, 2.5221820000e-05, 2.8520970000e-05, -8.8387560339e+01, -6.8268329385e+01
5.9602000000e+09, -1.0001800000e-05, 3.5973600000e-05, -8.8556948892e+01, -6.7273059514e+01
5.9604000000e+09, 3.9430000000e-05, 3.7739840000e-05, -8.5259265194e+01, -6.8351538535e+01
5.9606000000e+09, 7.0749950000e-05, 4.7801230000e-05, -8.1372419104e+01, -6.8520851753e+01
5.9608000000e+09, 4.0853790000e-05, 2.5453940000e-05, -8.6350861088e+01, -6.8557842784e+01
5.9610000000e+09, 4.8905350000e-05, 3.6835060000e-05, -8.4261361238e+01, -6.8469498280e+01
5.9612000000e+09, 1.3261230000e-04, 4.3938370000e-05, -7.7095957839e+01, -6.8795092337e+01
5.9614000000e+09, 2.2691620000e-05, 1.4041410000e-05, -9.1474768151e+01, -6.8560915160e+01
5.9616000000e+09, 7.8908890000e-05, 3.9053980000e-05, -8.1105959688e+01, -6.8655459030e+01
5.9618000000e+09, 7.7747620000e-05, -3.3463340000e-06, -8.2178219957e+01, -6.9158052813e+01
5.9620000000e+09, 1.0947170000e-04, -1.3399500000e-05, -7.9149378807e+01, -6.9236834035e+01
5.9622000000e+09, 8.1976100000e-05, 1.7970890000e-05, -8.1522402238e+01, -6.8899231146e+01
5.9624000000e+09, 6.2416260000e-05, -2.9575580000e-06, -8.4084304950e+01, -6.9162387378e+01
5.9626000000e+09, 4.5517950000e-05, -6.1912010000e-06, -8.6756733473e+01, -6.9250225467e+01
5.9628000000e+09, 9.8508550000e-05, -2.8095360000e-05, -7.9790885862e+01, -6.9392869275e+01
5.9630000000e+09, 5.8847270000e-05, -4.7125660000e-06, -8.4577711152e+01, -6.9194949149e+01
5.9632000000e+09, 7.8084120000e-05, 1.5380320000e-05, -8.1983436055e+01, -6.8920556851e+01
5.9634000000e+09, 7.5684290000e-05, 9.0317980000e-06, -8.2358474048e+01, -6.8996264892e+01
5.9636000000e+09, 5.3319420000e-05, -4.9719890000e-05, -8.2744944424e+01, -6.9865517182e+01
5.9638000000e+09, 6.5360870000e-05, -5.6150840000e-05, -8.1293058723e+01, -6.9824785780e+01
5.9640000000e+09, 8.0482180000e-05, -2.3651620000e-05, -8.1526260004e+01, -6.9400865556e+01
5.9642000000e+09, 6.3833610000e-05, -4.1422870000e-05, -8.2372776396e+01, -6.9690653599e+01
5.9644000000e+09, 4.0504900000e-05, -5.9949030000e-05, -8.2811220478e+01, -7.0091634760e+01
5.9646000000e+09, 5.1556210000e-05, -3.8925350000e-05, -8.3795281307e+01, -6.9761736898e+01
5.9648000000e+09, 3.1876510000e-05, -6.5610710000e-05, -8.2740167676e+01, -7.0233576632e+01
5.9650000000e+09, 3.2946320000e-05, -6.3598530000e-05, -8.2898629084e+01, -7.0207862726e+01
5.9652000000e+09, -6.1867670000e-06, -2.4656790000e-05, -9.1896106137e+01, -7.0931674686e+01
5.9654000000e+09, 2.3544950000e-05, -7.4395030000e-05, -8.2154550845e+01, -7.0379323029e+01
5.9656000000e+09, 1.4853310000e-05, -8.4315480000e-05, -8.1349125570e+01, -7.0511460337e+01
5.9658000000e+09, 1.5547000000e-05, -7.4453290000e-05, -8.2376965165e+01, -7.0479977264e+01
5.9660000000e+09, -2.4450710000e-05, -8.8664530000e-05, -8.0726688536e+01, -7.0954913416e+01
5.9662000000e+09, 7.1530210000e-06, -5.4874640000e-05, -8.5139392433e+01, -7.0556213533e+01
5.9664000000e+09, -5.5103720000e-05, -6.3976940000e-05, -8.1469428266e+01, -7.1396855956e+01
5.9666000000e+09, 3.8076160000e-05, -7.2506810000e-05, -8.1734696568e+01, -7.0202278676e+01
5.9668000000e+09, -2.8276650000e-05, -6.2791960000e-05, -8.3240018935e+01, -7.1108957024e+01
5.9670000000e+09, -3.2554720000e-05, -1.0483480000e-04, -7.9190077241e+01, -7.0986927051e+01
5.9672000000e+09, -4.4674690000e-05, -7.7251400000e-05, -8.0988901951e+01, -7.1210147479e+01
5.9674000000e+09, -5.4751370000e-05, -3.9893740000e-05, -8.3382608377e+01, -7.1626944615e+01
5.9676000000e+09, -2.9438810000e-05, -5.8712660000e-05, -8.3651379825e+01, -7.1150605529e+01
5.9678000000e+09, -8.6359830000e-05, -7.0866780000e-05, -7.9037812128e+01, -7.1569455390e+01
5.9680000000e+09, -4.5666970000e-05, -1.0024540000e-04, -7.9159740923e+01, -7.1113295889e+01
5.9682000000e+09, -2.8315120000e-05, -3.8072650000e-05, -8.6475718953e+01, -7.1325299897e+01
5.9684000000e+09, -6.9253320000e-05, -2.5094650000e-05, -8.2655391172e+01, -7.1908987574e+01
5.9686000000e+09, -5.4308430000e-05, -5.4307380000e-05, -8.2292439050e+01, -7.1471242536e+01
5.9688000000e+09, -7.8015740000e-05, -5.1313990000e-05, -8.0595043708e+01, -7.1674834657e+01
5.9690000000e+09, -8.8913110000e-05, -2.3537510000e-05, -8.0726524556e+01, -7.1997842412e+01
5.9692000000e+09, -9.9750500000e-05, -5.0127630000e-05, -7.9043794421e+01, -7.1790961383e+01
5.9694000000e+09, -9.3599570000e-05, 1.0944920000e-05, -8.0515542297e+01, -7.2373035846e+01
5.9696000000e+09, -1.2350060000e-04, 7.8651090000e-06, -7.8149040366e+01, -7.2320229929e+01
5.9698000000e+09, -8.2559220000e-05, 1.1658430000e-06, -8.1663822432e+01, -7.2270751388e+01
5.9700000000e+09, -1.0320090000e-04, 1.3535010000e-05, -7.9652263113e+01, -7.2387038777e+01
5.9702000000e+09, -7.7088950000e-05, 2.2715490000e-05, -8.1898549078e+01, -7.2543187063e+01
5.9704000000e+09, -6.7811420000e-05, 4.7048860000e-05, -8.1667263865e+01, -7.2863196701e+01
5.9706000000e+09, -8.8545620000e-05, 6.6041720000e-06, -8.1032565844e+01, -7.2331078154e+01
5.9708000000e+09, -6.8599430000e-05, 2.5091170000e-05, -8.2728290589e+01, -7.2607279494e+01
5.9710000000e+09, -1.0776790000e-04, 4.3759690000e-05, -7.8687397367e+01, -7.2642346277e+01
5.9712000000e+09, -1.0471580000e-04, 5.5457500000e-05, -7.8526040307e+01, -7.2743677372e+01
5.9714000000e+09, -8.9683770000e-05, 4.1777370000e-05, -8.0092826460e+01, -7.2692570740e+01
5.9716000000e+09, -7.9688060000e-05, 6.9728600000e-05, -7.9503066632e+01, -7.2975472031e+01
5.9718000000e+09, -3.6354370000e-05, 3.0366730000e-05, -8.6490200160e+01, -7.2952527623e+01
5.9720000000e+09, -4.2331450000e-05, 7.5004760000e-05, -8.1297327445e+01, -7.3313608251e+01
5.9722000000e+09, -4.9408780000e-05, 8.5338750000e-05, -8.0121581854e+01, -7.3302612848e+01
5.9724000000e+09, -8.1453860000e-05, 5.4907450000e-05, -8.0154925173e+01, -7.2849757110e+01
5.9726000000e+09, -5.9337080000e-05, 7.1454890000e-05, -8.0641557895e+01, -7.3134414949e+01
5.9728000000e+09, 6.3784620000e-06, 2.2457350000e-05, -9.2635896750e+01, -7.4104165072e+01
5.9730000000e+09, -2.9834490000e-05, 9.7210100000e-05, -7.9854836473e+01, -7.3529645695e+01
5.9732000000e+09, -3.4768590000e-05, 4.7709030000e-05, -8.4577964207e+01, -7.3197656851e+01
5.9734000000e+09, 1.9586460000e-05, 1.1316860000e-04, -7.8797301339e+01, -7.3998802942e+01
5.9736000000e+09, 4.3063740000e-06, 8.0155590000e-05, -8.1908806296e+01, -7.3881100944e+01
5.9738000000e+09, 4.7881720000e-07, 6.4814490000e-05, -8.3766320828e+01, -7.3834814727e+01
5.9740000000e+09, 3.6316230000e-05, 7.1904350000e-05, -8.1878152580e+01, -7.4295117196e+01
5.9742000000e+09, 2.0159550000e-06, 1.1501990000e-04, -7.8783206356e+01, -7.3844952575e+01
5.9744000000e+09, 3.2737970000e-05, 1.0161570000e-04, -7.9431894402e+01, -7.4139101417e+01
5.9746000000e+09, 2.9699910000e-05, 5.5456380000e-05, -8.4025796541e+01, -7.4319112318e+01
5.9748000000e+09, 3.9837800000e-05, 1.1251440000e-04, -7.8462905825e+01, -7.4167722032e+01
5.9750000000e+09, 4.0865900000e-05, 2.7485150000e-05, -8.6152067332e+01, -7.4806145765e+01
5.9752000000e+09, 3.9474240000e-05, 3.9507220000e-05, -8.5059796048e+01, -7.4612407956e+01
5.9754000000e+09, 6.5100220000e-05, 4.4031510000e-05, -8.2092355805e+01, -7.4803536875e+01
5.9756000000e+09, 6.5514750000e-05, 6.5858150000e-05, -8.0640154545e+01, -7.4610211595e+01
5.9758000000e+09, 7.3721840000e-05, 5.2048330000e-05, -8.0891655227e+01, -7.4783475781e+01
5.9760000000e+09, 8.4643370000e-05, 2.8659090000e-05, -8.0976792037e+01, -7.5071752887e+01
5.9762000000e+09, 5.0764910000e-05, 3.3465090000e-05, -8.4321519196e+01, -7.4815396315e+01
5.9764000000e+09, 7.2860630000e-05, 2.5645090000e-05, -8.2242918525e+01, -7.5059790855e+01
5.9766000000e+09, 8.2189330000e-05, 2.1810410000e-05, -8.1408148549e+01, -7.5138834226e+01
5.9768000000e+09, 6.6685100000e-05, -2.6200950000e-05, -8.2895955415e+01, -7.5772599290e+01
5.9770000000e+09, 9.8240040000e-05, 9.8355790000e-06, -8.0110914264e+01, -7.5298438378e+01
5.9772000000e+09, 7.8766240000e-05, -6.6039170000e-06, -8.2042775883e+01, -7.5481870029e+01
5.9774000000e+09, 1.0667330000e-04, -2.5336710000e-05, -7.9200542797e+01, -7.5631419471e+01
5.9776000000e+09, 7.8145290000e-05, -4.5653960000e-05, -8.0866646428e+01, -7.5926958658e+01
5.9778000000e+09, 7.0973070000e-05, -9.0153840000e-06, -8.2908612112e+01, -7.5524572440e+01
5.9780000000e+09, 8.4327900000e-05, -2.2681930000e-05, -8.1177222964e+01, -7.5660978074e+01
5.9782000000e+09, 3.4800060000e-05, -5.6427720000e-05, -8.3570281008e+01, -7.6416397582e+01
5.9784000000e+09, 6.4662950000e-05, -4.1449820000e-05, -8.2291932839e+01, -7.5968255502e+01
5.9786000000e+09, 7.6593970000e-05, -6.9474330000e-05, -7.9708874866e+01, -7.6134918539e+01
5.9788000000e+09, 5.0047710000e-05, -3.8900120000e-05, -8.3959908661e+01, -7.6058944619e+01
5.9790000000e+09, 2.2267760000e-05, -6.6175150000e-05, -8.3120250581e+01, -7.6644424587e+01
5.9792000000e+09, 2.8363920000e-05, -6.7022160000e-05, -8.2760125084e+01, -7.6568673174e+01
5.9794000000e+09, 2.3084710000e-05, -5.3585920000e-05, -8.4679652024e+01, -7.6562248631e+01
5.9796000000e+09, 8.3921140000e-05, -5.3579300000e-05, -8.0037730273e+01, -7.5966435215e+01
5.9798000000e+09, 2.4811440000e-05, -7.3214890000e-05, -8.2235874001e+01, -7.6642281161e+01
5.9800000000e+09, 7.5760630000e-06, -1.0754230000e-04, -7.9346913644e+01, -7.6898688922e+01
5.9802000000e+09, -2.3001720000e-05, -5.8411170000e-05, -8.4043997469e+01, -7.7344161288e+01
5.9804000000e+09, 1.5683630000e-05, -6.4265240000e-05, -8.3589229524e+01, -7.6729653575e+01
5.9806000000e+09, 3.1586620000e-05, -5.3919260000e-05, -8.4083788326e+01, -7.6439097219e+01
5.9808000000e+09, -3.7567430000e-05, -8.7094530000e-05, -8.0459134326e+01, -7.7376249148e+01
5.9810000000e+09, -4.0182720000e-05, -7.7936690000e-05, -8.1141426426e+01, -7.7445055024e+01
5.9812000000e+09, -3.3087730000e-05, -3.5262700000e-05, -8.6311079634e+01, -7.7722608042e+01
5.9814000000e+09, -1.1444180000e-05, -5.8363800000e-05, -8.4513278105e+01, -7.7162646917e+01
5.9816000000e+09, -4.4160620000e-05, -2.6238870000e-05, -8.5786200792e+01, -7.8003695395e+01
5.9818000000e+09, -3.3379100000e-05, -5.1818520000e-05, -8.4202937453e+01, -7.7541274489e+01
5.9820000000e+09, -6.6552890000e-05, -7.4519400000e-05, -8.0007638073e+01, -7.7698006972e+01
5.9822000000e+09, -5.1757340000e-05, -3.8530850000e-05, -8.3805467878e+01, -7.7899875482e+01
5.9824000000e+09, -5.6695840000e-05, 2.7516710000e-06, -8.4918758163e+01, -7.8588312199e+01
5.9826000000e+09, -5.1502570000e-05, -2.6076740000e-05, -8.4772283972e+01, -7.8071126160e+01
5.9828000000e+09, -1.8982900000e-05, -2.3566970000e-05, -9.0382218551e+01, -7.7647098053e+01
5.9830000000e+09, -3.2801170000e-05, -3.2689900000e-05, -8.6686645699e+01, -7.7756117185e+01
5.9832000000e+09, -9.5533780000e-05, 2.5268570000e-06, -8.0393823517e+01, -7.8566260054e+01
5.9834000000e+09, -7.9555710000e-05, -9.1439110000e-06, -8.1929575800e+01, -7.8425381288e+01
5.9836000000e+09, -4.6193440000e-05, -3.1560750000e-05, -8.5044674788e+01, -7.7940434211e+01
5.9838000000e+09, -7.7515990000e-05, -3.4710850000e-05, -8.1418496403e+01, -7.8118802148e+01
5.9840000000e+09, -7.3150930000e-05, -2.3519910000e-05, -8.2288356496e+01, -7.8228729954e+01
5.9842000000e+09, -4.1747030000e-05, -4.5896850000e-05, -8.4146142516e+01, -7.7707104856e+01
5.9844000000e+09, -5.7315050000e-05, -1.6249720000e-05, -8.4498856359e+01, -7.8263550458e+01
5.9846000000e+09, -7.1709220000e-05, -2.5894790000e-05, -8.2356181772e+01, -7.8193280018e+01
5.9848000000e+09, -7.6509280000e-05, 3.0977010000e-05, -8.1666459891e+01, -7.8924521766e+01
5.9850000000e+09, -9.0954930000e-05, 1.9165530000e-05, -8.0634803850e+01, -7.8747492835e+01
5.9852000000e+09, -7.2569090000e-05, 9.0266010000e-05, -7.8724344010e+01, -7.9433469633e+01
5.9854000000e+09, -2.5370190000e-05, 5.1989310000e-05, -8.4754046422e+01, -7.9656620277e+01
5.9856000000e+09, -1.2318450000e-04, 4.7868730000e-05, -7.7578106133e+01, -7.8910451258e+01
5.9858000000e+09, -2.1716740000e-05, 7.1703970000e-05, -8.2507990690e+01, -7.9816528012e+01
5.9860000000e+09, -5.2792920000e-05, 6.2804580000e-05, -8.1718876550e+01, -7.9411606854e+01
5.9862000000e+09, -5.0266910000e-05, 6.1665270000e-05, -8.1986396691e+01, -7.9426697413e+01
5.9864000000e+09, -1.9801260000e-05, 5.5363460000e-05, -8.4612751690e+01, -7.9767130721e+01
5.9866000000e+09, -4.1824180000e-05, 9.1689700000e-05, -7.9932660564e+01, -7.9682656875e+01
5.9868000000e+09, -3.4222720000e-05, 5.6678890000e-06, -8.9196190346e+01, -7.8703944251e+01
5.9870000000e+09, -7.1771700000e-05, 3.0158590000e-05, -8.2174759607e+01, -7.8937615770e+01
5.9872000000e+09, -1.3232760000e-05, 8.5019230000e-05, -8.1305702281e+01, -7.9956207227e+01
5.9874000000e+09, -1.6454250000e-05, 7.5309280000e-05, -8.2260505426e+01, -7.9895504052e+01
5.9876000000e+09, -2.9325180000e-05, 5.8834200000e-05, -8.3643725907e+01, -7.9648215724e+01
5.9878000000e+09, -3.1773080000e-05, 5.5742200000e-05, -8.3854485152e+01, -7.9592543786e+01
5.9880000000e+09, -3.0184700000e-06, 7.5558050000e-05, -8.2427459692e+01, -8.0070684879e+01
5.9882000000e+09, -1.9997710000e-05, 1.0100220000e-04, -7.9746387120e+01, -7.9915147834e+01
5.9884000000e+09, -5.5208810000e-06, 5.3835100000e-05, -8.5333253917e+01, -8.0008418222e+01
5.9886000000e+09, 5.8424680000e-05, 6.5204920000e-05, -8.1154807683e+01, -8.0841222539e+01
5.9888000000e+09, 1.5322090000e-05, 3.4600120000e-05, -8.8440767726e+01, -8.0527490916e+01
5.9890000000e+09, 2.4060840000e-05, 4.3658000000e-05, -8.6046832217e+01, -8.0614316112e+01
5.9892000000e+09, 1.2798130000e-05, 1.6336780000e-05, -9.3658427623e+01, -8.0775145455e+01
5.9894000000e+09, 5.7916390000e-05, 7.9052520000e-05, -8.0175655233e+01, -8.0742905149e+01
5.9896000000e+09, 3.6843070000e-05, 6.5792710000e-05, -8.2451860799e+01, -8.0621091181e+01
5.9898000000e+09, 1.2989950000e-06, 3.3599850000e-05, -8.9466766881e+01, -8.0149254160e+01
5.9900000000e+09, 3.4560420000e-05, 8.9231220000e-05, -8.0382641801e+01, -8.0480134441e+01
5.9902000000e+09, 6.3452230000e-05, 2.4446150000e-05, -8.3350009836e+01, -8.1313666271e+01
5.9904000000e+09, 9.7877380000e-05, -6.4319680000e-06, -8.0167639085e+01, -8.1747029194e+01
5.9906000000e+09, 6.2096360000e-05, 4.2895780000e-05, -8.2444295720e+01, -8.1076888452e+01
5.9908000000e+09, 6.7825110000e-05, -1.4686050000e-05, -8.3173202300e+01, -8.1894645388e+01
5.9910000000e+09, 3.6899550000e-05, 4.3262500000e-05, -8.4903646499e+01, -8.0816800818e+01
5.9912000000e+09, 5.1552800000e-05, -2.1748510000e-05, -8.5043600900e+01, -8.2080624370e+01
5.9914000000e+09, 2.8102560000e-05, -4.6798950000e-06, -9.0906283734e+01, -8.1846423853e+01
5.9916000000e+09, 1.7668500000e-06, -4.0784680000e-05, -8.7781915856e+01, -8.3208910977e+01
5.9918000000e+09, 5.3990050000e-05, 3.1428880000e-05, -8.4086348319e+01, -8.1154237651e+01
5.9920000000e+09, 7.5399310000e-05, -2.5234290000e-05, -8.1991575070e+01, -8.2004366871e+01
5.9922000000e+09, 4.1366070000e-05, -1.4066790000e-05, -8.7191880820e+01, -8.2009197907e+01
5.9924000000e+09, 4.9402170000e-05, -1.4063370000e-05, -8.5786671350e+01, -8.1958743931e+01
5.9926000000e+09, 5.1053430000e-05, -2.0787560000e-05, -8.5173299874e+01, -8.2068083349e+01
5.9928000000e+09, 7.0158880000e-05, -3.4082020000e-05, -8.2158213216e+01, -8.2133618784e+01
5.9930000000e+09, 6.8789330000e-05, -5.7812910000e-06, -8.3219010726e+01, -8.1765255380e+01
5.9932000000e+09, 1.6025190000e-05, 1.4926600000e-06, -9.5866419732e+01, -8.1588532366e+01
5.9934000000e+09, 3.6008830000e-05, -4.1999280000e-05, -8.5141969227e+01, -8.2543449394e+01
5.9936000000e+09, 4.3891880000e-05, -2.7480860000e-05, -8.5715906507e+01, -8.2240801448e+01
5.9938000000e+09, 7.7699440000e-05, -5.3638590000e-05, -8.0499126904e+01, -8.2285618424e+01
5.9940000000e+09, -1.6233220000e-06, -3.1726640000e-05, -8.9960163634e+01, -8.3303326637e+01
5.9942000000e+09, 4.1830650000e-05, -5.8381390000e-05, -8.2875026667e+01, -8.2630486806e+01
5.9944000000e+09, 5.7160840000e-05, -5.2035970000e-05, -8.2236545455e+01, -8.2419909155e+01
5.9946000000e+09, -6.8010780000e-06, -4.4630390000e-05, -8.6907688912e+01, -8.3403428631e+01
5.9948000000e+09, 1.5343420000e-05, -4.4477700000e-05, -8.6548839159e+01, -8.2920019627e+01
5.9950000000e+09, 1.9148860000e-05, -6.3585000000e-05, -8.3555878960e+01, -8.2959690393e+01
5.9952000000e+09, 1.3452800000e-05, -6.8643840000e-05, -8.3104288141e+01, -8.3058678393e+01
5.9954000000e+09, 7.2273820000e-06, -1.7117190000e-06, -1.0258336122e+02, -8.1913962087e+01
5.9956000000e+09, 2.1328390000e-06, -3.6266400000e-05, -8.8794916222e+01, -8.3193462650e+01
5.9958000000e+09, 2.3362670000e-06, -8.5351650000e-05, -8.1372508885e+01, -8.3224839900e+01
5.9960000000e+09, -4.0020680000e-05, -3.0729440000e-05, -8.5941495650e+01, -8.4168180975e+01
5.9962000000e+09, 1.7960340000e-05, -5.9246220000e-05, -8.4164964880e+01, -8.2957863472e+01
5.9964000000e+09, -3.9634690000e-05, -4.5241090000e-05, -8.4415716667e+01, -8.3971645122e+01
5.9966000000e+09, 2.8370880000e-06, -8.4350450000e-05, -8.1473341606e+01, -8.3218583462e+01
5.9968000000e+09, 9.4467750000e-07, -3.7741450000e-05, -8.8460908312e+01, -8.3227180307e+01
5.9970000000e+09, -3.5323570000e-05, -2.7410260000e-05, -8.6991704882e+01, -8.4163081797e+01
5.9972000000e+09, -1.5908520000e-05, -7.1224580000e-05, -8.2735970599e+01, -8.3471955536e+01
5.9974000000e+09, -2.0976200000e-05, -3.4409470000e-05, -8.7894106077e+01, -8.3799657722e+01
5.9976000000e+09, 9.4460070000e-06, -3.6538190000e-05, -8.8464087782e+01, -8.2999220094e+01
5.9978000000e+09, -3.3999640000e-05, -5.2787850000e-05, -8.4042247038e+01, -8.3824408146e+01
5.9980000000e+09, 1.9077960000e-05, -8.6538330000e-05, -8.1049726363e+01, -8.3035219382e+01
5.9982000000e+09, -3.9525160000e-05, -5.6502420000e-05, -8.3228712407e+01, -8.3862616042e+01
5.9984000000e+09, -2.6209840000e-05, -3.5361480000e-05, -8.7127829506e+01, -8.3890048975e+01
5.9986000000e+09, -2.6897870000e-05, -1.8518960000e-06, -9.1385104371e+01, -8.4754260956e+01
5.9988000000e+09, -2.4618760000e-05, 2.1330630000e-05, -8.9742522314e+01, -8.5536961766e+01
5.9990000000e+09, -1.0622530000e-06, -3.7729710000e-05, -8.8462889526e+01, -8.3280352169e+01
5.9992000000e+09, -4.8262300000e-05, -2.8178780000e-05, -8.5053872383e+01, -8.4294528872e+01
5.9994000000e+09, -1.7343140000e-05, -1.2725010000e-05, -9.3346907536e+01, -8.4190001364e+01
5.9996000000e+09, -3.1267630000e-05, 7.6105130000e-06, -8.9848144190e+01, -8.5061758114e+01
5.9998000000e+09, -3.3266920000e-05, -3.4814920000e-05, -8.6347429600e+01, -8.4014870060e+01
6.0000000000e+09, -5.0880300000e-05, 3.3805580000e-06, -8.5849877175e+01, -8.4889345530e+01

