#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), S11re (), S11im (), S11dB (dB), S11Ph (rad), S22re (), S22im (), S22dB (dB), S22Ph (rad), Power (dBm)
1.1269720000e+09, 7.6332310000e-03, 1.9439540000e-02, -3.3603522432e+01, -4.0721041597e+02, 1.0652610000e-03, 1.2445810000e-04, -5.9391998984e+01, 1.1630615096e-01, 3.0825280000e-02, 4.2465900000e-02, -2.5601069463e+01, -1.6870309377e+02, 0.0000000000e+00
1.1296700000e+09, 2.0383020000e-02, 4.3804580000e-03, -3.3618544043e+01, -4.0819535750e+02, 7.0963410000e-04, 3.7274010000e-04, -6.1921162301e+01, 4.8364825302e-01, 4.0018650000e-02, 1.8567430000e-02, -2.7108032032e+01, -1.6921159331e+02, 0.0000000000e+00
1.1323680000e+09, 1.4809890000e-02, -1.4627790000e-02, -3.3632062172e+01, -4.0918625726e+02, 5.5447500000e-04, 6.4114800000e-04, -6.1435651984e+01, 8.5776349300e-01, 2.5482400000e-02, -4.0160870000e-03, -3.1768639058e+01, -1.6980231992e+02, 0.0000000000e+00
1.1350660000e+09, -4.0132450000e-03, -2.0374550000e-02, -3.3652926217e+01, -4.1017232500e+02, 7.5544230000e-04, 8.1819120000e-04, -5.9065328184e+01, 8.2525221720e-01, -2.9161750000e-03, -5.5004250000e-03, -4.4116302174e+01, -1.7170429299e+02, 0.0000000000e+00
1.1377640000e+09, -1.9141240000e-02, -7.8150420000e-03, -3.3691025372e+01, -4.1116101122e+02, 9.9079660000e-04, 6.9601860000e-04, -5.8338305428e+01, 6.1239102644e-01, -2.0882000000e-02, 1.9382480000e-02, -3.0905838795e+01, -1.7353576956e+02, 0.0000000000e+00
1.1404620000e+09, -1.7011960000e-02, 1.1604900000e-02, -3.3725517100e+01, -4.1214729068e+02, 1.2082690000e-03, 3.2171930000e-04, -5.8059250910e+01, 2.6022701013e-01, -7.7521170000e-03, 4.9242380000e-02, -2.6046898070e+01, -1.7420224606e+02, 0.0000000000e+00
1.1431600000e+09, 3.5135190000e-04, 2.0659620000e-02, -3.3696297499e+01, -4.1313643900e+02, 1.1030430000e-03, -1.6673330000e-04, -5.9050037544e+01, -1.5002185317e-01, 2.6083870000e-02, 5.3191840000e-02, -2.4547250402e+01, -1.7481430909e+02, 0.0000000000e+00
1.1458580000e+09, 1.7373570000e-02, 1.1022800000e-02, -3.3733075611e+01, -4.1412485861e+02, 6.1504550000e-04, -6.6299710000e-04, -6.0873284015e+01, -8.2290013572e-01, 4.7631120000e-02, 2.5985200000e-02, -2.5310689490e+01, -1.7542976763e+02, 0.0000000000e+00
1.1485560000e+09, 1.8806170000e-02, -8.4904320000e-03, -3.3708356879e+01, -4.1511430644e+02, -2.4629770000e-06, -5.7462010000e-04, -6.4812303944e+01, -1.5750825707e+00, 3.7285480000e-02, -7.1605290000e-03, -2.8411913203e+01, -1.7611892456e+02, 0.0000000000e+00
1.1512540000e+09, 3.2722450000e-03, -2.0398880000e-02, -3.3697533128e+01, -4.1610196870e+02, -2.9647580000e-04, -3.4226710000e-04, -6.6881515202e+01, -2.2846272068e+00, 4.6068070000e-03, -1.8273450000e-02, -3.4495983972e+01, -1.7725302716e+02, 0.0000000000e+00
1.1539520000e+09, -1.5151660000e-02, -1.3841530000e-02, -3.3755521060e+01, -4.1709158155e+02, -1.0031090000e-04, 2.1774130000e-05, -7.9773081874e+01, -3.3553431123e+00, -2.3479440000e-02, 1.2350490000e-03, -3.2574245425e+01, -1.7912333412e+02, 0.0000000000e+00
1.1566500000e+09, -1.9879820000e-02, 4.9377070000e-03, -3.3771767405e+01, -4.1807527428e+02, 1.9092810000e-04, -2.1491530000e-05, -7.4327921245e+01, -6.3952769487e+00, -2.3444780000e-02, 3.4990230000e-02, -2.7510527730e+01, -1.8005124468e+02, 0.0000000000e+00
1.1593480000e+09, -6.7975390000e-03, 1.9356130000e-02, -3.3758558429e+01, -4.1906489115e+02, 4.8900610000e-04, -3.3459950000e-04, -6.4545892205e+01, -6.8832583343e+00, 3.4166510000e-03, 5.1976430000e-02, -2.5665145454e+01, -1.8070721777e+02, 0.0000000000e+00
1.1620460000e+09, 1.2418170000e-02, 1.6220940000e-02, -3.3795205605e+01, -4.2005600723e+02, 4.7265790000e-04, -8.2594020000e-04, -6.0430718806e+01, -7.3342040853e+00, 2.9218810000e-02, 3.9624320000e-02, -2.6154986331e+01, -1.8127696313e+02, 0.0000000000e+00
1.1647440000e+09, 2.0429290000e-02, -1.3258110000e-03, -3.3776681793e+01, -4.2103822226e+02, 1.6763980000e-04, -1.2286720000e-03, -5.8131176573e+01, -7.7183791171e+00, 3.2116520000e-02, 1.4742850000e-02, -2.9034992911e+01, -1.8178202567e+02, 0.0000000000e+00
1.1674420000e+09, 1.0090210000e-02, -1.7796110000e-02, -3.3782901455e+01, -4.2202841846e+02, -3.1377520000e-04, -1.2044370000e-03, -5.8099139962e+01, -8.1088330292e+00, 1.5583270000e-02, 2.1989600000e-04, -3.6145963405e+01, -1.8219826381e+02, 0.0000000000e+00
1.1701400000e+09, -9.3607770000e-03, -1.8241720000e-02, -3.3763533108e+01, -4.2301832575e+02, -4.7736870000e-04, -1.2144510000e-03, -5.7688434726e+01, -8.2285028050e+00, -4.3951570000e-03, 4.7197980000e-03, -4.3809703753e+01, -1.7989178067e+02, 0.0000000000e+00
1.1728380000e+09, -2.0269630000e-02, -2.1390040000e-03, -3.3814987589e+01, -4.2400986983e+02, -5.7329010000e-04, -9.7764410000e-04, -5.8912829575e+01, -8.3843408068e+00, -1.2306590000e-02, 2.3045170000e-02, -3.1658769709e+01, -1.8015108552e+02, 0.0000000000e+00
1.1755360000e+09, -1.3019710000e-02, 1.5728650000e-02, -3.3799646888e+01, -4.2499435836e+02, -5.6139500000e-04, -1.1027300000e-03, -5.8149743765e+01, -8.3248792248e+00, -2.3900110000e-03, 3.9687970000e-02, -2.8011101289e+01, -1.8058143018e+02, 0.0000000000e+00
1.1782340000e+09, 6.0432260000e-03, 1.9495850000e-02, -3.3802716152e+01, -4.2598638742e+02, -6.3982000000e-04, -1.0784930000e-03, -5.8034047106e+01, -8.3894258781e+00, 1.5040540000e-02, 4.1681840000e-02, -2.7069483856e+01, -1.8098787797e+02, 0.0000000000e+00
1.1809320000e+09, 1.9533360000e-02, 5.6425440000e-03, -3.3836395545e+01, -4.2697538885e+02, -5.8527020000e-04, -1.2879490000e-03, -5.6986761226e+01, -8.2805054169e+00, 2.6431880000e-02, 3.1998980000e-02, -2.7638208512e+01, -1.8133198577e+02, 0.0000000000e+00
1.1836300000e+09, 1.5414520000e-02, -1.3207840000e-02, -3.3850453762e+01, -4.2796505489e+02, -6.3216490000e-04, -1.4743160000e-03, -5.5895196846e+01, -8.2590540172e+00, 2.8348160000e-02, 1.9762770000e-02, -2.9229282961e+01, -1.8160356681e+02, 0.0000000000e+00
1.1863280000e+09, -2.5259020000e-03, -2.0082580000e-02, -3.3875444241e+01, -4.2895251597e+02, -6.3253630000e-04, -1.6026680000e-03, -5.5274414573e+01, -8.2298908670e+00, 2.3039500000e-02, 9.7221030000e-03, -3.2038852859e+01, -1.8181306788e+02, 0.0000000000e+00
1.1890260000e+09, -1.8106040000e-02, -8.9116090000e-03, -3.3901437491e+01, -4.2994081356e+02, -6.5922110000e-04, -1.9064590000e-03, -5.3904954065e+01, -8.1868947262e+00, 1.3260680000e-02, 6.2202630000e-03, -3.6684971775e+01, -1.8177377034e+02, 0.0000000000e+00
1.1917240000e+09, -1.7455670000e-02, 1.0299860000e-02, -3.3863827472e+01, -4.3093127077e+02, -8.5156220000e-04, -2.1079030000e-03, -5.2866427698e+01, -8.2379190388e+00, 5.8049870000e-03, 1.0181290000e-02, -3.8621506571e+01, -1.8115976855e+02, 0.0000000000e+00
1.1944220000e+09, -1.0049610000e-03, 2.0183260000e-02, -3.3889419895e+01, -4.3191923915e+02, -1.1641410000e-03, -2.2772440000e-03, -5.1843515681e+01, -8.3265538725e+00, 4.1067380000e-03, 1.4913750000e-02, -3.6210840966e+01, -1.8091028392e+02, 0.0000000000e+00
1.1971200000e+09, 1.6326170000e-02, 1.1876920000e-02, -3.3897604380e+01, -4.3291085604e+02, -1.4803680000e-03, -2.2826050000e-03, -5.1306641207e+01, -8.4293320754e+00, 3.3514250000e-03, 1.7883610000e-02, -3.4800991189e+01, -1.8082683090e+02, 0.0000000000e+00
1.1998180000e+09, 1.8856990000e-02, -7.0830840000e-03, -3.3917348880e+01, -4.3389910131e+02, -1.4809980000e-03, -2.0325520000e-03, -5.1989653769e+01, -8.4836713877e+00, 2.6979600000e-03, 2.1917910000e-02, -3.3118706055e+01, -1.8076405532e+02, 0.0000000000e+00
1.2025160000e+09, 4.4613960000e-03, -1.9645650000e-02, -3.3916284378e+01, -4.3488727652e+02, -1.3642110000e-03, -1.8448300000e-03, -5.2786453959e+01, -8.4907145129e+00, 5.3347690000e-03, 2.7083460000e-02, -3.1180600948e+01, -1.8083606296e+02, 0.0000000000e+00
1.2052140000e+09, -1.3903380000e-02, -1.4564210000e-02, -3.3920946289e+01, -4.3587277144e+02, -1.1211510000e-03, -1.9432440000e-03, -5.2981578132e+01, -8.3772787558e+00, 1.1411270000e-02, 3.0041980000e-02, -2.9860099918e+01, -1.8100458839e+02, 0.0000000000e+00
1.2079120000e+09, -1.9660140000e-02, 3.5661390000e-03, -3.3987676368e+01, -4.3686081716e+02, -9.8724630000e-04, -2.4247930000e-03, -5.1640383897e+01, -8.2406336769e+00, 1.9773340000e-02, 2.8327430000e-02, -2.9232036805e+01, -1.8125097885e+02, 0.0000000000e+00
1.2106100000e+09, -7.8757140000e-03, 1.8412340000e-02, -3.3968110790e+01, -4.3784798511e+02, -1.0629410000e-03, -2.8911700000e-03, -5.0227929390e+01, -8.2062936655e+00, 2.6006950000e-02, 1.8762350000e-02, -2.9878433266e+01, -1.8158740577e+02, 0.0000000000e+00
1.2133080000e+09, 1.1120160000e-02, 1.6668190000e-02, -3.3963290357e+01, -4.3884051137e+02, -1.5152610000e-03, -3.2154990000e-03, -4.8984092962e+01, -8.2943549452e+00, 2.1039850000e-02, 5.5618510000e-03, -3.3245796181e+01, -1.8195393711e+02, 0.0000000000e+00
1.2160060000e+09, 1.9958430000e-02, -6.5962170000e-05, -3.3997425059e+01, -4.3982627647e+02, -1.9916670000e-03, -3.2186080000e-03, -4.8438697512e+01, -8.4081083797e+00, 5.3775370000e-03, 2.3966630000e-03, -4.4601476636e+01, -1.8179311794e+02, 0.0000000000e+00
1.2187040000e+09, 1.0796770000e-02, -1.6738540000e-02, -3.4014841989e+01, -4.4082089821e+02, -2.2246300000e-03, -2.9803030000e-03, -4.8591406220e+01, -8.4952031679e+00, -6.1987330000e-03, 1.4717150000e-02, -3.5934278108e+01, -1.8024293750e+02, 0.0000000000e+00
1.2214020000e+09, -8.0313130000e-03, -1.8225340000e-02, -3.4015761109e+01, -4.4180883371e+02, -2.1897170000e-03, -2.7603630000e-03, -4.9060720115e+01, -8.5246062790e+00, -2.3073430000e-03, 3.2055370000e-02, -2.9859540938e+01, -1.8056972159e+02, 0.0000000000e+00
1.2241000000e+09, -1.9654620000e-02, -3.2670870000e-03, -3.4012336210e+01, -4.4279984535e+02, -1.9680130000e-03, -2.6501520000e-03, -4.9627177281e+01, -8.4927323588e+00, 1.4914640000e-02, 3.9416190000e-02, -2.7505368599e+01, -1.8100331583e+02, 0.0000000000e+00
1.2267980000e+09, -1.3508040000e-02, 1.4551890000e-02, -3.4042562268e+01, -4.4378714591e+02, -1.6626360000e-03, -2.8731060000e-03, -4.9578540114e+01, -8.3785841786e+00, 3.2118500000e-02, 2.9417750000e-02, -2.7219321981e+01, -1.8147083636e+02, 0.0000000000e+00
1.2294960000e+09, 4.6594950000e-03, 1.9288850000e-02, -3.4047566818e+01, -4.4477238392e+02, -1.6666960000e-03, -3.2704360000e-03, -4.8705154737e+01, -8.3252995742e+00, 3.3544440000e-02, 8.8939170000e-03, -2.9192540572e+01, -1.8195319892e+02, 0.0000000000e+00
1.2321940000e+09, 1.8577230000e-02, 6.6834050000e-03, -3.4091789146e+01, -4.4576081082e+02, -1.7561730000e-03, -3.5992160000e-03, -4.7948362672e+01, -8.3079283935e+00, 1.7624200000e-02, -2.5821520000e-03, -3.4985573927e+01, -1.8235785061e+02, 0.0000000000e+00
1.2348920000e+09, 1.5771770000e-02, -1.1928490000e-02, -3.4077814784e+01, -4.4675368986e+02, -1.9490190000e-03, -3.9163050000e-03, -4.7181461162e+01, -8.3157617648e+00, 2.0046800000e-03, 4.7314260000e-03, -4.5783116259e+01, -1.8104234209e+02, 0.0000000000e+00
1.2375900000e+09, -1.1860660000e-03, -1.9587060000e-02, -3.4144719634e+01, -4.4773743284e+02, -2.2818240000e-03, -4.1187730000e-03, -4.6542144870e+01, -8.3598950878e+00, 1.4673170000e-03, 1.8413150000e-02, -3.4669946534e+01, -1.8072109808e+02, 0.0000000000e+00
1.2402880000e+09, -1.7125060000e-02, -9.7006940000e-03, -3.4118727337e+01, -4.4873235547e+02, -2.6167970000e-03, -4.0337730000e-03, -4.6360318726e+01, -8.4294578613e+00, 1.0426830000e-02, 2.3685700000e-02, -3.1740994891e+01, -1.8105626561e+02, 0.0000000000e+00
1.2429860000e+09, -1.7454010000e-02, 8.9045940000e-03, -3.4157431330e+01, -4.4971950365e+02, -2.8715560000e-03, -3.6941440000e-03, -4.6597039720e+01, -8.5147435562e+00, 1.6691720000e-02, 1.9268720000e-02, -3.1871554096e+01, -1.8135543596e+02, 0.0000000000e+00
1.2456840000e+09, -2.1958440000e-03, 1.9416080000e-02, -3.4181573723e+01, -4.5070593020e+02, -2.7265000000e-03, -3.4993160000e-03, -4.7059966495e+01, -8.5158806461e+00, 1.4802880000e-02, 1.3986780000e-02, -3.3822080859e+01, -1.8145531514e+02, 0.0000000000e+00
1.2483820000e+09, 1.4851300000e-02, 1.2460090000e-02, -3.4250259424e+01, -4.5169127484e+02, -2.4247060000e-03, -3.6894530000e-03, -4.7101600268e+01, -8.4354012501e+00, 1.0291210000e-02, 1.6486790000e-02, -3.4228262848e+01, -1.8119960820e+02, 0.0000000000e+00
1.2510800000e+09, 1.8596760000e-02, -5.5235600000e-03, -3.4244090056e+01, -4.5267806028e+02, -2.1082480000e-03, -3.8729540000e-03, -4.7112036149e+01, -8.3524777800e+00, 1.4333330000e-02, 2.3298330000e-02, -3.1259494846e+01, -1.8119310479e+02, 0.0000000000e+00
1.2537780000e+09, 5.5127470000e-03, -1.8518160000e-02, -3.4279273175e+01, -4.5367079849e+02, -2.1916220000e-03, -4.5160130000e-03, -4.5986411603e+01, -8.3058003966e+00, 2.6469420000e-02, 2.0591670000e-02, -2.9489837444e+01, -1.8155122851e+02, 0.0000000000e+00
1.2564760000e+09, -1.2422860000e-02, -1.4762380000e-02, -3.4291590941e+01, -4.5465968966e+02, -2.4318290000e-03, -5.0527100000e-03, -4.5024667616e+01, -8.3025511606e+00, 3.0376070000e-02, 4.4806040000e-03, -3.0255889754e+01, -1.8206592553e+02, 0.0000000000e+00
1.2591740000e+09, -1.9138440000e-02, 2.2213260000e-03, -3.4303754486e+01, -4.5564648395e+02, -3.0819810000e-03, -5.0711500000e-03, -4.4532702205e+01, -8.4000786856e+00, 1.6132040000e-02, -8.8728400000e-03, -3.4698387312e+01, -1.8271522749e+02, 0.0000000000e+00
1.2618720000e+09, -8.6226010000e-03, 1.7287700000e-02, -3.4280422836e+01, -4.5663906728e+02, -3.5321530000e-03, -4.8493400000e-03, -4.4437915673e+01, -8.4835005064e+00, -4.1993670000e-03, -3.3609460000e-03, -4.5386419406e+01, -1.8467901476e+02, 0.0000000000e+00
1.2645700000e+09, 9.6151370000e-03, 1.6727070000e-02, -3.4291702749e+01, -4.5762343380e+02, -3.5517640000e-03, -4.4780290000e-03, -4.4858804943e+01, -8.5245338651e+00, -1.1113670000e-02, 1.7854630000e-02, -3.3542816140e+01, -1.8636799714e+02, 0.0000000000e+00
1.2672680000e+09, 1.9175040000e-02, 1.1366260000e-03, -3.4330041442e+01, -4.5861332037e+02, -3.2064640000e-03, -4.2658330000e-03, -4.5454791902e+01, -8.4985454899e+00, 3.6258360000e-03, 3.6869570000e-02, -2.8624838882e+01, -1.8702278992e+02, 0.0000000000e+00
1.2699660000e+09, 1.1571910000e-02, -1.5407860000e-02, -3.4302618913e+01, -4.5959915776e+02, -2.8450610000e-03, -4.4610880000e-03, -4.5529090066e+01, -8.4216973357e+00, 2.9502550000e-02, 3.4949040000e-02, -2.6794723976e+01, -1.8762585622e+02, 0.0000000000e+00
1.2726640000e+09, -6.4857690000e-03, -1.8044580000e-02, -3.4345393635e+01, -4.6058837491e+02, -2.5852370000e-03, -4.8956140000e-03, -4.5135626237e+01, -8.3398338729e+00, 4.2620390000e-02, 1.1398470000e-02, -2.7107628253e+01, -1.8823423337e+02, 0.0000000000e+00
1.2753620000e+09, -1.8815750000e-02, -4.5264140000e-03, -3.4265239744e+01, -4.6157804078e+02, -2.8150090000e-03, -5.3469820000e-03, -4.4375347349e+01, -8.3385778818e+00, 3.1088480000e-02, -1.1825010000e-02, -2.9561174894e+01, -1.8885902626e+02, 0.0000000000e+00
1.2780600000e+09, -1.3944550000e-02, 1.3183970000e-02, -3.4338365596e+01, -4.6257148941e+02, -3.2087960000e-03, -5.7192510000e-03, -4.3664688917e+01, -8.3652702881e+00, 8.6726970000e-03, -1.6100160000e-02, -3.4756936994e+01, -1.8957225144e+02, 0.0000000000e+00
1.2807580000e+09, 3.3701930000e-03, 1.8912780000e-02, -3.4329130861e+01, -4.6356126199e+02, -3.5557590000e-03, -5.6905340000e-03, -4.3465404982e+01, -8.4124767206e+00, -6.2712200000e-03, -4.5206960000e-03, -4.2235538565e+01, -1.9101256011e+02, 0.0000000000e+00
1.2834560000e+09, 1.7622750000e-02, 7.5944120000e-03, -3.4338732707e+01, -4.6454881856e+02, -3.8610750000e-03, -5.6316960000e-03, -4.3313914015e+01, -8.4549757440e+00, -8.5420190000e-03, 1.0323890000e-02, -3.7458175092e+01, -1.9251671993e+02, 0.0000000000e+00
1.2861540000e+09, 1.5876150000e-02, -1.0579060000e-02, -3.4389360230e+01, -4.6554349552e+02, -3.8436590000e-03, -5.5090240000e-03, -4.3456014571e+01, -8.4631638874e+00, -2.1878550000e-03, 2.1276530000e-02, -3.3396303194e+01, -1.9310547885e+02, 0.0000000000e+00
1.2888520000e+09, -9.1855970000e-05, -1.9095060000e-02, -3.4381478956e+01, -4.6653131948e+02, -3.8392340000e-03, -5.3122150000e-03, -4.3669423397e+01, -8.4797924973e+00, 7.5852870000e-03, 2.5746970000e-02, -3.1424003480e+01, -1.9349445174e+02, 0.0000000000e+00
1.2915500000e+09, -1.5991490000e-02, -1.0404250000e-02, -3.4389270487e+01, -4.6752050029e+02, -3.5514380000e-03, -5.2243240000e-03, -4.3989588294e+01, -8.4510139962e+00, 1.7965320000e-02, 2.5233600000e-02, -3.0179607731e+01, -1.9382665615e+02, 0.0000000000e+00
1.2942480000e+09, -1.7307980000e-02, 7.6374080000e-03, -3.4462429460e+01, -4.6851287169e+02, -3.3241310000e-03, -5.5871430000e-03, -4.3740087094e+01, -8.3906875922e+00, 2.9453720000e-02, 1.8246270000e-02, -2.9206566509e+01, -1.9422411764e+02, 0.0000000000e+00
1.2969460000e+09, -3.1431020000e-03, 1.8506380000e-02, -3.4530070008e+01, -4.6949986820e+02, -3.2510830000e-03, -6.0088790000e-03, -4.3309048102e+01, -8.3499247845e+00, 3.5204780000e-02, -8.8225950000e-05, -2.9067940031e+01, -1.9478125060e+02, 0.0000000000e+00
1.2996440000e+09, 1.3732110000e-02, 1.2755810000e-02, -3.4543446796e+01, -4.7049034151e+02, -3.3397320000e-03, -6.5149020000e-03, -4.2708533773e+01, -8.3276818466e+00, 2.0988640000e-02, -2.1630530000e-02, -3.0417215181e+01, -1.9557920261e+02, 0.0000000000e+00
1.3023420000e+09, 1.8196920000e-02, -4.4473000000e-03, -3.4548087421e+01, -4.7147859780e+02, -4.0089430000e-03, -6.7919600000e-03, -4.2061932450e+01, -8.3871999264e+00, -1.0548010000e-02, -2.3327260000e-02, -3.1834792673e+01, -1.9677420226e+02, 0.0000000000e+00
1.3050400000e+09, 6.3514570000e-03, -1.7411890000e-02, -3.4640543961e+01, -4.7245991631e+02, -4.4757420000e-03, -6.6890620000e-03, -4.1885871014e+01, -8.4436763190e+00, -3.3419900000e-02, 4.9696680000e-03, -2.9424908652e+01, -1.9806795926e+02, 0.0000000000e+00
1.3077380000e+09, -1.1158640000e-02, -1.4862560000e-02, -3.4616639159e+01, -4.7345369996e+02, -4.6951530000e-03, -6.2874780000e-03, -4.2105825929e+01, -8.4953973316e+00, -2.3144510000e-02, 4.4173390000e-02, -2.6043317713e+01, -1.9900851243e+02, 0.0000000000e+00
1.3104360000e+09, -1.8317510000e-02, 1.1612290000e-03, -3.4725252545e+01, -4.7444380045e+02, -4.2715180000e-03, -5.8021820000e-03, -4.2847390824e+01, -8.4885866753e+00, 1.8425000000e-02, 6.0952570000e-02, -2.3920416570e+01, -1.9978468459e+02, 0.0000000000e+00
1.3131340000e+09, -9.2338980000e-03, 1.5839790000e-02, -3.4734490304e+01, -4.7542349427e+02, -3.7957700000e-03, -5.9709950000e-03, -4.3005035054e+01, -8.4202393678e+00, 6.0431060000e-02, 3.4412860000e-02, -2.3154995238e+01, -2.0054427162e+02, 0.0000000000e+00
1.3158320000e+09, 8.1017120000e-03, 1.6335450000e-02, -3.4782283819e+01, -4.7641169653e+02, -3.3827990000e-03, -6.5106020000e-03, -4.2689653944e+01, -8.3331727334e+00, 6.2670680000e-02, -1.9712790000e-02, -2.3648976124e+01, -2.0136667727e+02, 0.0000000000e+00
1.3185300000e+09, 1.7949920000e-02, 2.2506580000e-03, -3.4851003200e+01, -4.7739734889e+02, -3.6688420000e-03, -7.3374020000e-03, -4.1719986829e+01, -8.3176446161e+00, 1.6302480000e-02, -5.3646890000e-02, -2.5025506630e+01, -2.0233770905e+02, 0.0000000000e+00
1.3212280000e+09, 1.1846660000e-02, -1.3696910000e-02, -3.4841940907e+01, -4.7837979028e+02, -4.3196730000e-03, -7.7089340000e-03, -4.1074199368e+01, -8.3647335788e+00, -3.9880910000e-02, -3.3354580000e-02, -2.5681515459e+01, -2.0350700385e+02, 0.0000000000e+00
1.3239260000e+09, -4.8425420000e-03, -1.7389080000e-02, -3.4870085100e+01, -4.7936447998e+02, -4.9688160000e-03, -7.4110870000e-03, -4.0990141397e+01, -8.4446038044e+00, -5.5216980000e-02, 2.5876430000e-02, -2.4296316875e+01, -2.0464176209e+02, 0.0000000000e+00
1.3266240000e+09, -1.7172930000e-02, -5.6281520000e-03, -3.4860029421e+01, -4.8034697334e+02, -5.0609330000e-03, -6.8796330000e-03, -4.1370199927e+01, -8.4882287989e+00, -1.4785720000e-02, 7.3622370000e-02, -2.2488078498e+01, -2.0557612348e+02, 0.0000000000e+00
1.3293220000e+09, -1.4112240000e-02, 1.1189260000e-02, -3.4889795942e+01, -4.8133405807e+02, -4.5123280000e-03, -6.6463640000e-03, -4.1902029467e+01, -8.4504172003e+00, 4.9322820000e-02, 6.8083370000e-02, -2.1506981845e+01, -2.0640126469e+02, 0.0000000000e+00
1.3320200000e+09, 1.5192200000e-03, 1.7880770000e-02, -3.4921037149e+01, -4.8231923266e+02, -4.2394850000e-03, -6.9795980000e-03, -4.1759521683e+01, -8.3998326287e+00, 8.2807410000e-02, 1.1085560000e-02, -2.1561472658e+01, -2.0721203478e+02, 0.0000000000e+00
1.3347180000e+09, 1.5722370000e-02, 8.5945060000e-03, -3.4934158929e+01, -4.8330500730e+02, -4.3115930000e-03, -7.6913110000e-03, -4.1093213924e+01, -8.3649111717e+00, 5.4590780000e-02, -4.9802150000e-02, -2.2627749530e+01, -2.0808467422e+02, 0.0000000000e+00
1.3374160000e+09, 1.5932520000e-02, -8.3653870000e-03, -3.4896897690e+01, -4.8428875570e+02, -4.6957070000e-03, -8.0415710000e-03, -4.0618981171e+01, -8.3825004476e+00, -1.1781720000e-02, -6.1505640000e-02, -2.4065197982e+01, -2.0910517391e+02, 0.0000000000e+00
1.3401140000e+09, 1.8785180000e-03, -1.7944650000e-02, -3.4873965834e+01, -4.8527176087e+02, -4.9958100000e-03, -7.9171570000e-03, -4.0573001459e+01, -8.4168915083e+00, -5.8998760000e-02, -1.4174300000e-02, -2.4339439986e+01, -2.1025092888e+02, 0.0000000000e+00
1.3428120000e+09, -1.3973840000e-02, -1.1422430000e-02, -3.4871287594e+01, -4.8626159115e+02, -5.3041850000e-03, -7.6038060000e-03, -4.0657427795e+01, -8.4630746907e+00, -4.8122620000e-02, 5.1073850000e-02, -2.3076533175e+01, -2.1130184854e+02, 0.0000000000e+00
1.3455100000e+09, -1.7252560000e-02, 5.3842490000e-03, -3.4859293516e+01, -4.8724936720e+02, -4.8879500000e-03, -7.4879590000e-03, -4.0971186049e+01, -8.4323049443e+00, 1.0366150000e-02, 8.0853730000e-02, -2.1775192156e+01, -2.1218501717e+02, 0.0000000000e+00
1.3482080000e+09, -5.0867400000e-03, 1.7343820000e-02, -3.4858734435e+01, -4.8823236965e+02, -4.6110130000e-03, -7.7289670000e-03, -4.0915237112e+01, -8.3918889189e+00, 6.8908690000e-02, 5.1816670000e-02, -2.1288139662e+01, -2.1298354527e+02, 0.0000000000e+00
1.3509060000e+09, 1.1617520000e-02, 1.3812610000e-02, -3.4871089550e+01, -4.8921695075e+02, -4.6703280000e-03, -8.2937130000e-03, -4.0428831202e+01, -8.3668394162e+00, 8.0729130000e-02, -1.1410350000e-02, -2.1773489374e+01, -2.1376871153e+02, 0.0000000000e+00
